index_oligo,RBP_LIN28A_expr_aff_50
31822,1.6620871721357446
31823,1.6620871721357446
31824,1.6620871721357446
31825,1.5270322783954116
31826,1.5270322783954116
31827,1.5270322783954116
31828,0.0
31829,0.0
31830,0.0
31831,0.0
31832,0.0
31833,0.0
31834,0.058070809929763864
31835,0.058070809929763864
31836,0.058070809929763864
31837,0.058070809929763864
31838,0.058070809929763864
31839,0.058070809929763864
31840,1.436693455003628
31841,1.436693455003628
31842,1.436693455003628
31843,1.436693455003628
31844,1.436693455003628
31845,1.436693455003628
31846,0.0903388233917835
31847,0.0903388233917835
31848,0.0903388233917835
31849,0.0903388233917835
31850,0.0903388233917835
31851,0.0903388233917835
31852,0.23700286455771563
31853,0.23700286455771563
31854,0.4727260147080425
31855,0.4727260147080425
31856,0.4727260147080425
31857,0.4727260147080425
31858,0.16001878074714646
31859,0.16001878074714646
31860,0.16001878074714646
31861,0.16001878074714646
31862,0.16001878074714646
31863,0.16001878074714646
31864,0.0903388233917835
31865,0.0903388233917835
31866,0.0903388233917835
31867,0.0903388233917835
31868,0.0903388233917835
31869,0.0903388233917835
31870,0.0
31871,0.0
31872,0.0
31873,0.0
31874,0.0
31875,0.0
31876,0.0
31877,0.0
31878,0.0
31879,0.0
31880,1.4147548745598189
31881,1.4147548745598189
31882,1.4147548745598189
31883,1.4147548745598189
31884,1.4147548745598189
31885,1.4147548745598189
31886,0.304123393098301
31887,0.304123393098301
31888,0.304123393098301
31889,0.5295171102304175
31890,0.5295171102304175
31891,0.0
31892,0.04072578389812947
31893,0.04072578389812947
31894,0.040827257604743664
31895,0.08123098412000306
31896,0.08123098412000306
31897,0.08123098412000306
31898,0.08123098412000306
31899,0.08123098412000306
31900,0.04050520022187359
31901,0.004103558084595973
31902,0.004103558084595973
31903,0.004103558084595973
31904,0.006559643373101411
31905,0.006559643373101411
31906,0.003421625534708933
31907,0.003421625534708933
31908,0.00267666896476132
31909,0.04251506054237821
31910,0.04251506054237821
31911,0.04308039548002071
31912,0.0016323488904601787
31913,0.0016323488904601787
31914,0.005956490651312027
31915,0.0023142814403472206
31916,0.002314281440347223
31917,0.002314281440347223
31918,0.0040020843779817695
31919,0.045435007061911954
31920,0.045435007061911954
31921,0.00267666896476132
31922,0.00267666896476132
31923,0.04251506054237821
31924,0.04251506054237821
31925,0.04251506054237821
31926,0.04251506054237822
31927,0.04440581089324117
31928,0.08670028775936349
31929,0.08670028775936349
31930,0.0025348651166030964
31931,0.0
31932,0.0013102915075901026
31933,0.04571610240083126
31934,0.003178347979936512
31935,0.003036544131778283
31936,0.003036544131778283
31937,0.007641781231549445
31938,0.007641781231549445
31939,0.05015684177392766
31940,0.12802922437928235
31941,0.12909623833210004
31942,0.12698490430498122
31943,0.12698490430498122
31944,0.047647814795644984
31945,0.04871482874846266
31946,0.04521442338565608
31947,0.08434567617747225
31948,0.003743682917579004
31949,0.003743682917579004
31950,0.003743682917579004
31951,0.003743682917579004
31952,0.045936686077087154
31953,0.00517308439481079
31954,0.00517308439481079
31955,0.0
31956,0.0
31957,0.0
31958,0.0
31959,0.0
31960,0.0
31961,0.0
31962,0.0
31963,0.0
31964,0.0
31965,0.0
31966,0.0
31967,0.0
31968,0.0
31969,0.0
31970,0.0
31971,0.0
31972,0.0
31973,0.0
31974,0.0
31975,0.0
31976,0.0
31977,0.0
31978,0.0
31979,0.0
31980,0.0
31981,0.0
31982,0.0
31983,0.0
31984,0.0
31985,0.0
31986,0.0
31987,0.0
31988,0.0
31989,0.0
31990,0.0
31991,0.0
31992,0.0
31993,0.0
31994,0.0
31995,0.0
31996,0.0
31997,0.0
31998,0.0
31999,0.0
32000,0.0
32001,0.0
32002,0.0
32003,0.0
32004,0.0
32005,0.0
32006,0.0
32007,0.0
32008,0.0
32009,0.0
32010,0.0
32011,0.0
32012,0.0
32013,0.0
32014,0.0
32015,0.0
32016,0.0
32017,0.0
32018,0.0
32019,0.0
32020,0.0
32021,0.0
32022,0.0
32023,0.0
32024,0.0
32025,0.0
32026,0.0
32027,0.0
32028,0.0
32029,0.0
32030,0.0
32031,0.0
32032,0.0013473512227323244
32033,0.04410185268124817
32034,0.0
32035,0.0
32036,0.0
32037,0.0
32038,0.0
32039,0.0
32040,0.0
32041,0.0
32042,0.0
32043,0.0
32044,0.0
32045,0.0
32046,0.0
32047,0.0
32048,0.0
32049,0.0
32050,0.0
32051,0.0
32052,0.0
32053,0.0
32054,0.0
32055,0.0
32056,0.0
32057,0.0
32058,0.0
32059,0.0
32060,0.0
32061,0.0
32062,0.0
32063,0.0
32064,0.0
32065,0.0
32066,0.0
32067,0.0
32068,0.0
32069,0.0
32070,0.0
32071,0.0
32072,0.0
32073,0.0
32074,0.0
32075,0.0
32076,0.0
32077,0.0
32078,0.0
32079,0.0
32080,0.0
32081,0.0
32082,0.0
32083,0.0
32084,0.0
32085,0.0
32086,0.0
32087,0.0
32088,0.0
32089,0.0
32090,0.0
32091,0.0
32092,0.0
32093,0.0
32094,0.0
32095,0.0
32096,0.0
32097,0.0
32098,0.0
32099,0.0
32100,0.0
32101,0.0
32102,0.0
32103,0.0
32104,0.0
32105,0.0
32106,0.0
32107,0.0
32108,0.0
32109,0.0
32110,0.0
32111,0.0
32112,0.0
32113,0.0
32114,0.0
32115,0.0
32116,0.0
32117,0.0
32118,0.0
32119,0.0
32120,0.0
32121,0.0
32122,0.0
32123,0.0
32124,0.0
32125,0.0
32126,0.0
32127,0.0
32128,0.0
32129,0.0
32130,0.0
32131,0.0
32132,0.0
32133,0.0
32134,0.0
32135,0.0
32136,0.0
32137,0.0
32138,0.0
32139,0.0
32140,0.0
32141,0.0
32142,0.0
32143,0.0
32144,0.0
32145,0.0
32146,0.0
32147,0.0
32148,0.0
32149,0.0
32150,0.0
32151,0.0
32152,0.0
32153,0.0
32154,0.0
32155,0.0
32156,0.0
32157,0.0
32158,0.0
32159,0.0
32160,0.0
32161,0.0
32162,0.0
32163,0.0
32164,0.0
32165,0.0
32166,0.0
32167,0.0
32168,0.0
32169,0.0
32170,0.0
32171,0.0
32172,0.0
32173,0.0
32174,0.0
32175,0.0
32176,0.0
32177,0.0
32178,0.0
32179,0.0
32180,0.0
32181,0.0
32182,0.0
32183,0.0
32184,0.0
32185,0.0
32186,0.0
32187,0.0
32188,0.0
32189,0.0
32190,0.0
32191,0.0
32192,0.0
32193,0.0
32194,0.0
32195,0.0
32196,0.0
32197,0.0
32198,0.0
32199,0.0
32200,0.0
32201,0.0
32202,0.0
32203,0.0
32204,0.0
32205,0.0
32206,0.0
32207,0.0
32208,0.0
32209,0.0
32210,0.0
32211,0.0
32212,0.0
32213,0.0
32214,0.0
32215,0.0
32216,0.0
32217,0.0
32218,0.0
32219,0.0
32220,0.0
32221,0.0
32222,0.0
32223,0.0
32224,0.0
32225,0.0
32226,0.0
32227,0.0
32228,0.0
32229,0.0
32230,0.0
32231,0.0
32232,0.0
32233,0.0
32234,0.0
32235,0.0
32236,0.0
32237,0.0
32238,0.0
32239,0.0
32240,0.0
32241,0.0
32242,0.0
32243,0.0
32244,0.0
32245,0.0
32246,0.0
32247,0.0
32248,0.0
32249,0.0
32250,0.0
32251,0.0
32252,0.0
32253,0.0
32254,0.012831483621510814
32255,0.012831483621510814
32256,0.0
32257,0.016085566927705113
32258,0.0
32259,0.0
32260,0.0
32261,0.0032540833061942926
32262,0.008508056337905535
32263,0.00788095954756687
32264,0.0
32265,0.0
32266,0.0
32267,0.0
32268,0.0
32269,0.0
32270,0.0
32271,0.016085566927705113
32272,0.0
32273,0.0
32274,0.016085566927705113
32275,0.0
32276,0.0
32277,0.016085566927705113
32278,0.0
32279,0.0
32280,0.016085566927705113
32281,0.0
32282,0.0
32283,0.016085566927705113
32284,0.0
32285,0.0
32286,0.016085566927705113
32287,0.0
32288,0.016085566927705113
32289,0.0
32290,0.016085566927705113
32291,0.0
32292,0.016085566927705113
32293,0.0
32294,0.0
32295,0.016085566927705113
32296,0.0
32297,0.0
32298,0.016085566927705113
32299,0.0
32300,0.016085566927705113
32301,0.0
32302,0.0
32303,0.016085566927705113
32304,0.0
32305,0.0
32306,0.016085566927705113
32307,0.0
32308,0.016085566927705113
32309,0.0
32310,0.0
32311,0.016085566927705113
32312,0.0
32313,0.0
32314,0.016085566927705113
32315,0.0
32316,0.0
32317,0.016085566927705113
32318,0.0045091462990207234
32319,0.0
32320,0.0045091462990207234
32321,0.0
32322,0.0
32323,0.0
32324,0.0045091462990207234
32325,0.0
32326,0.0
32327,0.0
32328,0.0
32329,0.0
32330,0.0
32331,0.0
32332,0.0
32333,0.0
32334,0.0
32335,0.0
32336,0.0
32337,0.0
32338,0.0
32339,0.0
32340,0.0
32341,0.0
32342,0.0
32343,0.0
32344,0.0
32345,0.0
32346,0.0
32347,0.0
32348,0.0
32349,0.0
32350,0.0
32351,0.0
32352,0.0
32353,0.0
32354,0.0
32355,0.0
32356,0.0
32357,0.0
32358,0.0
32359,0.0
32360,0.0
32361,0.0
32362,0.0
32363,0.0
32364,0.0
32365,0.0
32366,0.0
32367,0.0
32368,0.0
32369,0.0
32370,0.0
32371,0.0
32372,0.0
32373,0.0
32374,0.0
32375,0.0
32376,0.0
32377,0.0
32378,0.0
32379,0.0
32380,0.0
32381,0.0
32382,0.0
32383,0.0
32384,0.0
32385,0.0
32386,0.0
32387,0.0
32388,0.0
32389,0.0
32390,0.0
32391,0.0
32392,0.0
32393,0.0
32394,0.0
32395,0.0
32396,0.0
32397,0.0
32398,0.0
32399,0.0
32400,0.0
32401,0.0
32402,0.0
32403,0.0
32404,0.0
32405,0.0
32406,0.0
32407,0.0
32408,0.0
32409,0.0
32410,0.0
32411,0.0
32412,0.0
32413,0.0
32414,0.0
32415,0.0
32416,0.0
32417,0.0
32418,0.0
32419,0.0
32420,0.0
32421,0.0
32422,0.0
32423,0.0
32424,0.0
32425,0.0
32426,0.0
32427,0.0
32428,0.0
32429,0.0
32430,0.0
32431,0.0
32432,0.0
32433,0.0
32434,0.0
32435,0.0
32436,0.0
32437,0.0
32438,0.0
32439,0.0
32440,0.0
32441,0.0
32442,0.0
32443,0.0
32444,0.0
32445,0.0
32446,0.0
32447,0.0
32448,0.0
32449,0.0
32450,0.0
32451,0.0
32452,0.0
32453,0.0
32454,0.0
32455,0.0
32456,0.0
32457,0.0
32458,0.0
32459,0.0
32460,0.0
32461,0.0
32462,0.0
32463,0.0
32464,0.0
32465,0.0
32466,0.0
32467,0.0
32468,0.0
32469,0.0
32470,0.0
32471,0.0
32472,0.0
32473,0.0
32474,0.0
32475,0.0
32476,0.0
32477,0.0
32478,0.0
32479,0.0
32480,0.0
32481,0.0
32482,0.0
32483,0.0
32484,0.0
32485,0.0
32486,0.0
32487,0.0
32488,0.0
32489,0.0
32490,0.0
32491,0.0
32492,0.0
32493,0.0
32494,0.0
32495,0.0
32496,0.0
32497,0.0
32498,0.0
32499,0.0
32500,0.0
32501,0.0
32502,0.0
32503,0.0
32504,0.0
32505,0.0
32506,0.0
32507,0.0
32508,0.0
32509,0.0
32510,0.0
32511,0.0
32512,0.0
32513,0.0
32514,0.0
32515,0.0
32516,0.0
32517,0.0
32518,0.0
32519,0.0
32520,0.0
32521,0.0
32522,0.0
32523,0.0
32524,0.0
32525,0.0
32526,0.0
32527,0.0
32528,0.0
32529,0.0
32530,0.0
32531,0.0
32532,0.0
32533,0.0
32534,0.0
32535,0.0
32536,0.0
32537,0.0
32538,0.0
32539,0.0
32540,0.0
32541,0.0
32542,0.0
32543,0.0
32544,0.0
32545,0.0
32546,0.0
32547,0.0
32548,0.0
32549,0.0
32550,0.0
32551,0.0
32552,0.0
32553,0.0
32554,0.0
32555,0.0
32556,0.0
32557,0.0
32558,0.0
32559,0.0
32560,0.0
32561,0.0
32562,0.0
32563,0.0
32564,0.0
32565,0.0
32566,0.0
32567,0.0
32568,0.0
32569,0.0
32570,0.0
32571,0.0
32572,0.0
32573,0.0
32574,0.0
32575,0.0
32576,0.0
32577,0.0
32578,0.0
32579,0.0
32580,0.0
32581,0.0
32582,0.0
32583,0.0
32584,0.0
32585,0.0
32586,0.0
32587,0.0
32588,0.0
32589,0.0
32590,0.0
32591,0.0
32592,0.0
32593,0.0
32594,0.0
32595,0.0
32596,0.0
32597,0.0
32598,0.0
32599,0.0
32600,0.0
32601,0.0
32602,0.0
32603,0.0
32604,0.0
32605,0.0
32606,0.0
32607,0.0
32608,0.0
32609,0.0
32610,0.0
32611,0.0
32612,0.0
32613,0.0
32614,0.0
32615,0.0
32616,0.0
32617,0.0
32618,0.0
32619,0.0
32620,0.0
32621,0.0
32622,0.0
32623,0.0
32624,0.0
32625,0.0
32626,0.0
32627,0.0
32628,0.0
32629,0.0
32630,0.0
32631,0.0
32632,0.0
32633,0.0
32634,0.0
32635,0.0
32636,0.0
32637,0.0
32638,0.0
32639,0.0
32640,0.0
32641,0.0
32642,0.0
32643,0.0
32644,0.0
32645,0.0
32646,0.0
32647,0.0
32648,0.0
32649,0.0
32650,0.0
32651,0.0
32652,0.0
32653,0.0
32654,0.0
32655,0.0
32656,0.0
32657,0.0
32658,0.0
32659,0.0
32660,0.0
32661,0.0
32662,0.0
32663,0.0
32664,0.0
32665,0.0
32666,0.0
32667,0.0
32668,0.0
32669,0.0
32670,0.0
32671,0.0
32672,0.0
32673,0.0
32674,0.0
32675,0.0
32676,0.0
32677,0.0
32678,0.0
32679,0.0
32680,0.0
32681,0.0
32682,0.0
32683,0.0
32684,0.0
32685,0.0
32686,0.0
32687,0.0
32688,0.0
32689,0.0
32690,0.0
32691,0.0
32692,0.0
32693,0.0
32694,0.0
32695,0.0
32696,0.0
32697,0.0
32698,0.0
32699,0.0
32700,0.0
32701,0.0
32702,0.0
32703,0.0
32704,0.0
32705,0.0
32706,0.0
32707,0.0
32708,0.0
32709,0.0
32710,0.0
32711,0.0
32712,0.0
32713,0.0
32714,0.0
32715,0.0
32716,0.0
32717,0.0
32718,0.0
32719,0.0
32720,0.0
32721,0.0
32722,0.0
32723,0.0
32724,0.0
32725,0.0
32726,0.0
32727,0.0
32728,0.0
32729,0.0
32730,0.0
32731,0.0
32732,0.0
32733,0.0
32734,0.0
32735,0.0
32736,0.0
32737,0.0
32738,0.0
32739,0.0
32740,0.0
32741,0.0
32742,0.0
32743,0.0
32744,0.0
32745,0.0
32746,0.0
32747,0.0
32748,0.0
32749,0.0
32750,0.03884323550442918
32751,0.058653793936073825
32752,0.058653793936073825
32753,0.5648016048308397
32754,0.02951632807044552
32755,0.05505398037074073
32756,0.0817382977601004
32757,0.03196947654671417
32758,0.14721285662202313
32759,0.160192571653206
32760,0.009326907433983681
32761,0.1472128566220232
32762,0.06591649357321891
32763,0.06874850425430475
32764,1.047422977190283
32765,0.029137465865628303
32766,0.03923217618385924
32767,0.029137465865628303
32768,0.08533811132543351
32769,0.019421617752214584
32770,0.10399192619340086
32771,0.09870676703604635
32772,0.0
32773,0.04932688650209016
32774,0.0
32775,0.0
32776,0.22115985271663444
32777,0.07923215525196571
32778,0.14192769746466874
32779,0.11158049400349705
32780,0.022642569112730476
32781,0.059421596820321075
32782,0.2110550639237907
32783,0.618117245577693
32784,1.1335288913999637
32785,0.5222954832545985
32786,0.1641813258979692
32787,0.5388850903257273
32788,0.7059085053793951
32789,0.0
32790,0.5882119768278175
32791,0.0
32792,0.0982749107993631
32793,0.14153875678523867
32794,0.052600831894472094
32795,0.0
32796,0.0
32797,0.0
32798,0.0
32799,0.009326907433983681
32800,0.0
32801,0.2608238851371769
32802,1.8349730345381177
32803,0.171012169298431
32804,0.07202244964668668
32805,0.631864763493123
32806,0.07202244964668669
32807,0.0
32808,0.11524338007530904
32809,0.09832790483122916
32810,0.0
32811,0.0
32812,0.08451731440932017
32813,0.5388850903257273
32814,0.058653793936073825
32815,0.5784961287144037
32816,0.058653793936073804
32817,0.0
32818,0.10399192619340086
32819,0.17995013605298465
32820,0.5222954832545985
32821,0.04610593514157427
32822,0.0
32823,0.13177999311457175
32824,0.10514866975707812
32825,0.0
32826,0.0
32827,0.12861203578592192
32828,0.0
32829,0.03884323550442918
32830,
32831,
32832,
32833,
32834,
32835,
32836,
32837,
32838,
32839,
32840,0.0
32841,0.0
32842,0.0
32843,0.0
32844,0.0
32845,0.0
32846,0.0
32847,0.0
32848,0.0
32849,0.0
32850,0.0
32851,0.0
32852,0.0
32853,0.0
32854,0.0
32855,0.0
32856,0.0
32857,0.0
32858,0.0
32859,0.0
32860,0.0
32861,0.0
32862,0.0
32863,0.0
32864,0.0
32865,0.0
32866,0.0
32867,0.0
32868,0.0
32869,0.0
32870,0.0
32871,0.0
32872,0.0
32873,0.0
32874,0.0
32875,0.0
32876,0.0
32877,0.0
32878,0.0
32879,0.0
32880,0.0
32881,0.0
32882,0.0
32883,0.0
32884,0.0
32885,0.0
32886,0.0
32887,0.0
32888,0.0
32889,0.0
32890,0.0
32891,0.0
32892,0.0
32893,0.0
32894,0.0
32895,0.0
32896,0.0
32897,0.0
32898,0.0
32899,0.0
32900,0.0
32901,0.0
32902,0.0
32903,0.0
32904,0.0
32905,0.0
32906,0.0
32907,0.0
32908,0.0
32909,0.0
32910,0.0
32911,0.0
32912,0.0
32913,0.0
32914,0.0
32915,0.0
32916,0.0
32917,0.0
32918,0.0
32919,0.0
32920,0.0
32921,0.0
32922,0.0
32923,0.0
32924,0.0
32925,0.0
32926,0.0
32927,0.0
32928,0.0
32929,0.0
32930,0.0
32931,0.0
32932,0.0
32933,0.0
32934,0.0
32935,0.0
32936,0.0
32937,0.0
32938,0.0
32939,0.0
32940,0.0
32941,0.0
32942,0.0
32943,0.0
32944,0.0
32945,0.0
32946,0.0
32947,0.0
32948,0.0
32949,0.0
32950,0.0
32951,0.0
32952,0.0
32953,0.0
32954,0.0
32955,0.0
32956,0.0
32957,0.0
32958,0.0
32959,0.0
32960,0.0
32961,0.0
32962,0.0
32963,0.0
32964,0.0
32965,0.0
32966,0.0
32967,0.0
32968,0.0
32969,0.0
32970,0.0
32971,0.0
32972,0.0
32973,0.0
32974,0.0
32975,0.0
32976,0.0
32977,0.0
32978,0.0
32979,0.0
32980,0.0
32981,0.0
32982,0.0
32983,0.0
32984,0.0
32985,0.0
32986,2.266561465255716
32987,0.5599784698055568
32988,8.893200481048964
32989,8.893200481048964
32990,0.61748254414861
32991,0.0
32992,17.830512485728605
32993,9.904808682992847
32994,9.904808682992847
32995,18.90355363352101
32996,0.0
32997,1.1492712784413612
32998,0.0
32999,0.0
33000,1.01160820194388
33001,1.01160820194388
33002,0.0
33003,0.0
33004,0.0
33005,0.0
33006,0.0
33007,0.9060637324646796
33008,0.0
33009,0.5599784698055568
33010,8.514996611371563
33011,0.0
33012,0.0
33013,0.6335418476577505
33014,0.31677092382887523
33015,0.31677092382887523
33016,0.8005192629854794
33017,0.8005192629854794
33018,1.8281867684384996
33019,1.0276675054530202
33020,0.0
33021,0.8606900901252922
33022,18.073720031705285
33023,4.793514383314695
33024,2.85585427389152
33025,0.31677092382887523
33026,3.0510214247320544
33027,1.0276675054530202
33028,0.9060637324646796
33029,1.5274751481187647
33030,0.0
33031,2.02321640388776
33032,1.4058713751304242
33033,0.4223153933080754
33034,2.1769387838943812
33035,5.155658949482958
33036,1.9337312379176999
33037,10.086583283121
33038,0.31677092382887523
33039,2.9199539725368076
33040,0.4223153933080754
33041,0.8446307866161513
33042,1.4660422022702364
33043,10.359242683319202
33044,0.31677092382887523
33045,0.0
33046,1.3604977327910361
33047,0.0
33048,0.0
33049,17.529800865408866
33050,0.0
33051,19.13350614417659
33052,1.6037052787677173
33053,0.0
33054,1.7253090517560583
33055,8.514996611371563
33056,1.920476202596593
33057,0.31677092382887523
33058,2.5551426535717847
33059,0.0
33060,0.0
33061,0.0
33062,0.0
33063,0.0
33064,0.0
33065,0.0
33066,0.0
33067,0.0
33068,0.0
33069,0.0
33070,0.0
33071,0.0
33072,0.0
33073,0.0
33074,0.0
33075,0.0
33076,0.0
33077,0.0
33078,0.0
33079,0.0
33080,0.0
33081,0.0
33082,0.0
33083,0.0
33084,0.0
33085,0.0
33086,0.0
33087,0.0
33088,0.0
33089,0.0
33090,0.0
33091,0.0
33092,0.0
33093,0.0
33094,0.0
33095,0.0
33096,0.0
33097,0.0
33098,0.0
33099,0.0
33100,0.0
33101,0.0
33102,0.0
33103,0.0
33104,0.0
33105,0.0
33106,0.0
33107,0.0
33108,0.0
33109,0.0
33110,0.0
33111,0.0
33112,0.0
33113,0.0
33114,0.0
33115,0.0
33116,0.0
33117,0.0
33118,0.0
33119,0.0
33120,0.0
33121,0.0
33122,0.0
33123,0.0
33124,0.0
33125,0.0
33126,0.0
33127,0.0
33128,0.0
33129,0.0
33130,0.0
33131,0.0
33132,0.0
33133,0.0
33134,0.0
33135,0.0
33136,0.0
33137,0.0
33138,0.0
33139,0.0
33140,0.0
33141,0.0
33142,0.0
33143,0.0
33144,0.0
33145,0.0
33146,0.0
33147,0.0
33148,0.0
33149,0.0
33150,0.0
33151,0.0
33152,0.0
33153,0.0
33154,0.0
33155,0.0
33156,0.0
33157,0.0
33158,0.0
33159,0.0
33160,0.0
33161,0.0
33162,0.0
33163,0.0
33164,0.0
33165,0.0
33166,0.0
33167,0.0
33168,0.0
33169,0.0
33170,0.0
33171,0.0
33172,0.0
33173,0.0
33174,0.0
33175,0.0
33176,0.0
33177,0.0
33178,0.0
33179,0.0
33180,0.0
33181,0.0
33182,0.0
33183,0.0
33184,0.0
33185,0.0
33186,0.0
33187,0.0
33188,0.0
33189,0.0
33190,0.0
33191,0.0
33192,0.0
33193,0.0
33194,0.0
33195,0.0
33196,0.0
33197,0.0
33198,0.0
33199,0.0
33200,0.0
33201,0.0
33202,0.0
33203,0.0
33204,0.0
33205,0.04104197651127223
33206,0.04104197651127223
33207,0.04104197651127223
33208,0.04104197651127223
33209,0.04104197651127223
33210,0.04104197651127223
33211,0.04104197651127223
33212,0.042415854142640166
33213,0.042415854142640166
33214,0.042415854142640166
33215,0.042415854142640166
33216,0.042415854142640166
33217,0.042415854142640166
33218,0.04091110415918032
33219,0.04091110415918032
33220,0.04254672649473207
33221,0.04254672649473207
33222,0.04254672649473207
33223,0.04254672649473207
33224,0.04254672649473207
33225,0.04254672649473207
33226,0.04254672649473207
33227,0.04254672649473207
33228,0.04254672649473207
33229,0.04254672649473207
33230,0.0016356223355517507
33231,0.0016356223355517507
33232,0.0016356223355517507
33233,0.0016356223355517507
33234,0.0016356223355517507
33235,0.0016356223355517507
33236,0.0016356223355517507
33237,0.0016356223355517507
33238,0.0016356223355517507
33239,0.0016356223355517507
33240,0.0016356223355517507
33241,0.0016356223355517507
33242,0.0016356223355517507
33243,0.0016356223355517507
33244,0.0016356223355517507
33245,0.0016356223355517507
33246,0.0016356223355517507
33247,0.0016356223355517507
33248,0.0016356223355517507
33249,0.0016356223355517507
33250,0.0016356223355517507
33251,0.0016356223355517507
33252,0.0016356223355517507
33253,0.0
33254,0.0
33255,0.0
33256,0.0
33257,0.0
33258,0.0
33259,0.0
33260,0.0
33261,0.0
33262,0.0
33263,0.0
33264,0.0
33265,0.0038572348721657205
33266,0.0038572348721657205
33267,0.0038572348721657205
33268,0.0038572348721657205
33269,0.0038572348721657205
33270,0.0038572348721657205
33271,0.0038572348721657205
33272,0.0038572348721657205
33273,0.0038572348721657205
33274,0.0038572348721657205
33275,0.0038572348721657205
33276,0.0038572348721657205
33277,0.0038572348721657205
33278,0.0038572348721657205
33279,0.004691232761932131
33280,0.004691232761932131
33281,0.004691232761932131
33282,0.004691232761932131
33283,0.004691232761932131
33284,0.004691232761932131
33285,0.004691232761932131
33286,0.004691232761932131
33287,0.004691232761932131
33288,0.004691232761932131
33289,0.004691232761932131
33290,0.004691232761932131
33291,0.004691232761932131
33292,0.004691232761932131
33293,0.004691232761932131
33294,0.004691232761932131
33295,0.004691232761932131
33296,0.004691232761932131
33297,0.004691232761932131
33298,0.004691232761932131
33299,0.008217081316635273
33300,0.008217081316635273
33301,0.008217081316635273
33302,0.006442175754525983
33303,0.006442175754525983
33304,0.006442175754525983
33305,0.006442175754525983
33306,0.006442175754525983
33307,0.006442175754525983
33308,0.0035258485547031413
33309,0.0035258485547031413
33310,0.0035258485547031413
33311,0.0035258485547031413
33312,0.0035258485547031413
33313,0.0035258485547031413
33314,0.0035258485547031413
33315,0.0035258485547031413
33316,0.007006018065642953
33317,0.007006018065642953
33318,0.007006018065642953
33319,0.007006018065642953
33320,0.007006018065642953
33321,0.007006018065642953
33322,0.007006018065642953
33323,0.007006018065642953
33324,0.00959095894800322
33325,0.012306772182455395
33326,0.012306772182455395
33327,0.012306772182455395
33328,0.012306772182455395
33329,0.012306772182455395
33330,0.012306772182455395
33331,0.009521317334724453
33332,0.009521317334724453
33333,0.009521317334724453
33334,0.009521317334724453
33335,0.009521317334724453
33336,0.009521317334724453
33337,0.009521317334724453
33338,0.009521317334724453
33339,0.009521317334724453
33340,0.009521317334724453
33341,0.009521317334724453
33342,0.006805504100272285
33343,0.00530075411681244
33344,0.00530075411681244
33345,0.00530075411681244
33346,0.00530075411681244
33347,0.00530075411681244
33348,0.00530075411681244
33349,0.00530075411681244
33350,0.00530075411681244
33351,0.00530075411681244
33352,0.00530075411681244
33353,0.0027158132344521735
33354,0.0
33355,0.0
33356,0.0
33357,0.0
33358,0.0
33359,0.0
33360,0.0
33361,0.0
33362,0.0
33363,0.0
33364,0.0
33365,0.0
33366,0.0
33367,0.0
33368,0.04104197651127223
33369,0.04104197651127223
33370,0.04104197651127223
33371,0.0004942006978381986
33372,0.0004942006978381986
33373,0.0004942006978381986
33374,0.0004942006978381986
33375,0.0004942006978381986
33376,0.0004942006978381986
33377,0.0004942006978381986
33378,0.0004942006978381986
33379,0.0004942006978381986
33380,0.0004942006978381986
33381,0.0004942006978381986
33382,0.0004942006978381986
33383,0.0004942006978381986
33384,0.0004942006978381986
33385,0.0004942006978381986
33386,0.0004942006978381986
33387,0.0004942006978381986
33388,0.0004942006978381986
33389,0.0004942006978381986
33390,0.0004942006978381986
33391,0.0004942006978381986
33392,0.0004942006978381986
33393,0.0004942006978381986
33394,0.0004942006978381986
33395,0.0004942006978381986
33396,0.0004942006978381986
33397,0.0004942006978381986
33398,0.0004942006978381986
33399,0.0
33400,0.0
33401,0.0
33402,0.0
33403,0.0
33404,0.0
33405,0.0
33406,0.0
33407,0.0
33408,0.0
33409,0.0
33410,0.0
33411,0.0
33412,0.0
33413,0.0
33414,0.0
33415,0.0
33416,0.0
33417,0.0
33418,0.0
33419,0.0
33420,0.0
33421,0.0
33422,0.0
33423,0.0
33424,0.0
33425,0.0
33426,0.0
33427,0.0
33428,0.0
33429,0.0
33430,0.0
33431,0.0
33432,0.0
33433,0.0
33434,0.0
33435,0.0
33436,0.0
33437,0.0006947146632088747
33438,0.0006947146632088747
33439,0.0006947146632088747
33440,0.0006947146632088747
33441,0.0006947146632088747
33442,0.0006947146632088747
33443,0.0006947146632088747
33444,0.0006947146632088747
33445,0.0006947146632088747
33446,0.0006947146632088747
33447,0.0006947146632088747
33448,0.0006947146632088747
33449,0.0006947146632088747
33450,0.0006947146632088747
33451,0.0006947146632088747
33452,0.0006947146632088747
33453,0.0006947146632088747
33454,0.0006947146632088747
33455,0.0006947146632088747
33456,0.0006947146632088747
33457,0.0006947146632088747
33458,0.0006947146632088747
33459,0.0006947146632088747
33460,0.0006947146632088747
33461,0.0006947146632088747
33462,0.0006947146632088747
33463,0.0006947146632088747
33464,0.0006947146632088747
33465,0.0006947146632088747
33466,0.0006947146632088747
33467,0.0006947146632088747
33468,0.0006947146632088747
33469,0.0006947146632088747
33470,0.0006947146632088747
33471,0.0006947146632088747
33472,0.0
33473,0.0
33474,0.0
33475,0.0
33476,0.0
33477,0.0
33478,0.0
33479,0.0
